id,refresh_rate,technology,resolution,size,brightness,ram,storage,features,capacity,fast_charge,wireless_charge,chipset,material,weight,dimensions,sim,gps,bluetooth,jack,wifi,nfc,sensors,waterproof,name,version,speaker,productID,product_name
776,120Hz,"OLED 400nits Glossy, 100% DCI-P3, 120Hz, DisplayHDR™ True Black 500",2048x1280,16 inch,,16GB,512GB SSD,  Multi-touch touchpad,57Whrs,,False,U5 - 125H,Vỏ kim loại - Nhôm,1.89kg,356 x 251 x 16.9 mm,,,"Bluetooth v5.2
Wi-Fi 6",False,"Bluetooth v5.2
Wi-Fi 6",,,,Windows 11,Windows 11,Dolby Audio,776,Laptop Lenovo IdeaPad Slim 5 16IMH9 83DC001RVN (Ultra 5 125H/16GB/512GB/Intel Arc/16 inch 2K OLED/Win 11/Xám) - Chính hãng
777,60Hz,"IPS 300nits Anti-glare, 45% NTSC",1920x1080,14 inch,,8GB,512GB SSD,  Multi-touch touchpad,3 cell /56.5Wh,,False,i5 - 1235U,Vỏ nhựa - nắp lưng bằng kim loại,1.44kg,321.69 x 211.84 x 16.9 mm,,,"Wi-Fi 6
Bluetooth v5.1",False,"Wi-Fi 6
Bluetooth v5.1",,,,Windows 11 Home,Windows 11 Home,2 loa,777,Laptop Lenovo IdeaPad 5 14IAL7 82SD006PVN (i5-1235U/8GB/512GB/Intel Iris Xe/14 inch FHD/Win 11/Xanh) - Chính hãng
778,60Hz,Anti-glare,2560x1600,16 inch,,16GB,512GB SSD, Bàn phím tiêu chuẩn ,71 Wh,65 W,False,7530U,Hợp kim nhôm,1.7 kg,356 x 253.5 x 17.5 mm,,,"Bluetooth v5.1
Wifi 6",False,"Bluetooth v5.1
Wifi 6",,,,Windows 11 Home Single Language,Windows 11 Home Single Language,,778,Laptop Lenovo ThinkBook 16 G6 ABP (21KK005XVN) (R5-7530U/16GB/512GB/16 inch WQXGA-IPS/Win11/Xám) - Chính hãng
779,120Hz,"Chuẩn DisplayHDR True Black 500
Low Blue Light
Độ sáng 400 nits
100% DCI-P3",2048 x 1280,16 inch,,32GB,512GB SSD,  Multi-touch touchpad,57 Wh,65 W,False,U7 - 155H,Vỏ kim loại - Nhôm,1.82 kg,356 x 251 x 16.9 mm,,,"Bluetooth v5.2
Wi-Fi 6E",False,"Bluetooth v5.2
Wi-Fi 6E",,,,Windows 11 Home Single Language,Windows 11 Home Single Language,Dolby Audio,779,Laptop Lenovo IdeaPad Slim 5 16IMH9 (83DC001SVN) (U7-155H/32GB/512GB/Intel Arc/16 inch 2K OLED/Win 11/Màu Xám)
780,144Hz,"300nits Anti-glare, 100% sRGB",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,60Wh (3 Cell),,False,i5 - 12450HX,PC-ABS,2.38 kg,359.86 x 258.7 x 21.9-23.9 mm,,,"Wi-Fi 6
Bluetooth v5.2",False,"Wi-Fi 6
Bluetooth v5.2",,,,Windows 11 Home Single Language,Windows 11 Home Single Language,"Stereo speakers, 2W x2, optimized with Nahimic Audio",780,Laptop Lenovo LOQ 15IAX9 83FQ0005VN (i5-12450HX/16GB/512GB/Arc A530M/15.6 inch FHD/Win 11/Xám) - Chính hãng
781,60Hz,"IPS 300nits Anti-glare, 45% NTSC",1920x1080,15.6 inch,,8GB,256GB SSD,  Multi-touch touchpad,36Wh,Power Adapter 65W USB-C® (3-pin),False,i3-1315U,Nhựa,1.65kg,359.2 x 235.8 x 19.9 mm,,,"11ac 2x2
Bluetooth v5.1",False,"11ac 2x2
Bluetooth v5.1",,,,Không có,Không có,"High Definition (HD) Audio, Realtek® ALC3287 codec",781,Lenovo V15 G4 IRU (83A1000BVN) (i3-1315U/8GB/256GB/15.6 inch FHD/Non OS/Xám) - Chính hãng
782,60Hz,"Độ sáng 300 inits
Màn hình chống chói
Độ phủ màu 45% NTSC",1920x1200,14 inch,,16GB,512GB SSD,  Multi-touch touchpad,47Whrs,,False,i5 - 13420H,Vỏ kim loại,1.43kg,313 x 219.3 x 17.99 mm,,,"Bluetooth v5.1
Wi-Fi 6",False,"Bluetooth v5.1
Wi-Fi 6",,,,Windows 11,Windows 11,"Âm thanh độ nét cao (HD) Synaptic® CX11880 codec, loa âm thanh nổi, 2W x2
Dolby Atmos",782,Laptop Lenovo ThinkPad E14 Gen 5 21JK00H5VN ( i5-13420H/16GB/512GB/14inch WUXGA/Win 11/Đen) - Chính hãng
783,60Hz,"TN
Độ sáng tối đa 220nits
Màn hình chống chói",1920x1080,15.6 inch,,8GB,256GB SSD,  Multi-touch touchpad,42Wh,,False,R5 - 7520U,Nhựa,1.58kg,360.2 x 236 x 17.9 mm,,,"Wi-Fi 6
Bluetooth v5.2",False,"Wi-Fi 6
Bluetooth v5.2",,,,Windows 11 Home,Windows 11 Home,,783,"Laptop Lenovo IdeaPad 1 15AMN7 (82VG0061VN) - (Ryzen 5 7520U/8GB/256GB/Radeon 610M/15.6"" FHD/Windows 11) - Chính hãng"
784,144Hz,"350nits Anti-glare, 45% NTSC, 144Hz, G-SYNC®",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,Integrated 60Wh,,False,i7 - 13620H,"Hợp kim nhựa PC + ABS dẻo dai, chống va đập",2.4kg,359.6 x 264.8 x 22.1-25.2 mm,,,"Wi-Fi 6
Bluetooth v5.1",False,"Wi-Fi 6
Bluetooth v5.1",,,,Windows 11 Home,Windows 11 Home,"High Definition (HD) Audio, Realtek® ALC3287 codec",784,"Laptop Lenovo LOQ 15IRH8 (82XV00QXVN) - (i7-13620H/16GB/512GB/RTX 4050/15.6"" FHD144Hz/Windows 11) - Chính hãng"
785,60Hz,"TN
Độ sáng tối đa 220nits
Màn hình chống chói",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,42Wh,,False,R5 - 7520U,Nhựa,1.58kg,360.2 x 236 x 17.9 mm,,,"Wi-Fi 6
Bluetooth v5.2",False,"Wi-Fi 6
Bluetooth v5.2",,,,Windows 11 Home,Windows 11 Home,2 loa,785,"Laptop Lenovo IdeaPad 1 15AMN7 (82VG0022VN) - (Ryzen 5 7520U/8GB/512GB/Radeon 610M/15.6"" FHD/Windows 11) - Chính hãng"
786,144Hz,"Độ sáng tối đa 350nits
Màn hình chống chói
Độ phủ màu 45% NTSC
NVIDIA G-SYNC",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,60Wh,135W Slim Tip (3-pin),False,i5 - 12450H,Nhựa,2.4kg,359.6 x 264.8 x 22.1-25.2 mm,,,"Wi-Fi 6
Bluetooth v5.1",False,"Wi-Fi 6
Bluetooth v5.1",,,,Windows 11 Home,Windows 11 Home,"Loa kép, 2W x2, được tối ưu bởi Nahimic Gaming Audio",786,"Laptop Lenovo LOQ 15IRH8 (82XV00QPVN) - (i5-12450H/16GB/512GB/RTX 2050/15.6"" FHD IPS 144Hz/Windows 11) - Chính hãng"
787,60Hz,"Màn hình chống chói
45% NTSC",1920x1200,14 inch,,16GB,512GB SSD,  Multi-touch touchpad,60Wh,100W USB-C Slim,False,i5 - 13500H,Vỏ nhôm,1.38kg,313.5 x 224 x 16.9 mm,,,"Wi-Fi 6E
Bluetooth v5.1",False,"Wi-Fi 6E
Bluetooth v5.1",,,,Windows 11 Home,Windows 11 Home,,787,"Laptop Lenovo ThinkBook 14 G6 IRL (21KG00BXVN) - (i5-13500H/16GB/512GB/Intel Iris Xe/14"" WUXGA IPS/Windows 11) - Chính hãng"
788,60Hz,"Màn hình gương
100% DCI-P3
TÜV Low Blue Light
DisplayHDR True Black 500",1920x1200,14 inch,,16GB,512GB SSD,  Multi-touch touchpad,56.6Wh,65W USB-C,False,i5 - 13500H,Vỏ nhôm,1.46kg,312 x 221 x 16.9 mm,,,"Wi-Fi 6
Bluetooth v5.1",False,"Wi-Fi 6
Bluetooth v5.1",,,,Windows 11 Home,Windows 11 Home,,788,"Laptop Lenovo Ideapad Slim 5 14ILR8 (82XD002VVN) - (i5-13500H/16GB/512GB/14"" WUXGA OLED/Windows 11) - Chính hãng"
789,60Hz,250nits Anti-glare,1920x1080,14 inch,,8GB,512GB SSD,  Multi-touch touchpad,45Wh,,False,i3 - 1215U,Nhựa,1.43kg,324.2 x 215.7 x 19.9 mm,,,"11ac 2x2
Bluetooth v5.0",False,"11ac 2x2
Bluetooth v5.0",,,,Windows 11 Home,Windows 11 Home,2 loa,789,"Laptop Lenovo Ideapad 3 14IAU7 (82RJ000HVN) - (i3-1215U/8GB/512GB/14"" FHD/Windows 11) - Chính hãng"
790,144Hz,"Độ sáng tối đa 350nits
Màn hình chống chói
Độ phủ màu 45% NTSC
G-SYNC",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,60Wh,170W,False,i5 - 13420H,"Hợp kim nhựa PC + ABS dẻo dai, chống va đập",2.4kg,359.6 x 264.8 x 22.1-25.2 mm,,,"Wi-Fi 6
Bluetooth v5.1",False,"Wi-Fi 6
Bluetooth v5.1",,,,Windows 11 Home,Windows 11 Home,"Loa kép, 2W x2, được tối ưu bởi Nahimic Gaming Audio",790,"Laptop Lenovo LOQ 15IRH8 - 82XV000PVN (i5-13420H/8GB/512GB/RTX 4050/15.6"" FHD IPS 144Hz/Windows 11) - Chính hãng"
791,60Hz,"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 45% NTSC
Chứng nhận TÜV Low Blue Light",1920x1200,16 inch,,16GB,512GB SSD,  Multi-touch touchpad,56.6Wh,65W USB-C,False,i5 - 12450H,Kim loại,1.89kg,356 x 251 x 17.9 mm,,,"Wi-Fi 6
Bluetooth v5.1",False,"Wi-Fi 6
Bluetooth v5.1",,,,Windows 11 Home,Windows 11 Home,,791,"Laptop Lenovo Ideapad Slim 5 16IAH8-83BG001XVN (i5-12450H/16GB/512GB/16"" WUXGA/Windows 11) - Chính hãng"
792,144Hz,"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 45% NTSC",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,45Wh,135W Slim Tip (3-pin)c,False,R5 - 5500H,,2.25kg,359.6 x 251.9 x 24.2 mm,,,"Wi-Fi 6
Bluetooth v5.1",False,"Wi-Fi 6
Bluetooth v5.1",,,,Windows 11 Home,Windows 11 Home,"Loa kép, 2W x2, Nahimic Audio",792,"Laptop Lenovo IdeaPad Gaming 3 15ACH6-82K2027QVN (Ryzen 5 5500H/8GB/512GB/RTX 2050/15.6"" FHD 144Hz/Windows 11) - Chính hãng"
793,60Hz,"IPS 300nits Anti-glare, 45% NTSC",1920x1080,14 inch,,4GB,256GB SSD, Bàn phím tiêu chuẩn ,38Wh,"Bộ sạc 65W chân tròn (3-pin) AC, 100-240V, 50-60Hz",False,i3 - 1215U,PC-ABS,1.43kg,324 x 215 x 19.9 mm,,,"Wi-Fi
Bluetooth 5.1",False,"Wi-Fi
Bluetooth 5.1",,Không,,Không có,Không có,,793,Laptop Lenovo V14 G3 IAP 82TSA071VN (i3-1215U/4GB/256GB/14'' FHD) - Chính hãng
794,60Hz,IPS 300nits Anti-glare,1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,47Wh,"Bộ sạc 65W chân tròn (3-pin) AC, 100-240V, 50-60Hz",False,i5 - 12450H,PC-ABS,1.62kg,359.3 x 235 x 17.9 mm,,,"Wi-Fi 6
Bluetooth v5.1",False,"Wi-Fi 6
Bluetooth v5.1",,,,Windows 11 Home,Windows 11 Home,,794,"Laptop Lenovo IdeaPad Slim 3 15IAH8-83ER000BVN (i5-12450H/8GB/512GB/15.6"" FHD/Windows 11) - Chính hãng"
795,60Hz,"Độ sáng tối đa 300nits
Màn hình chống chói
45% NTSC",1920x1080,14 inch,,8GB,256GB SSD,  Multi-touch touchpad,45Wh,,False,i7 - 1255U,Nhôm,1.64kg,324 x 220.7 x 17.9 mm,,,"Wi-Fi 6E
Bluetooth v5.1",False,"Wi-Fi 6E
Bluetooth v5.1",,,,Windows 11 Home,Windows 11 Home,"Loa kép, 2W x2, Dolby Audio, audio by HARMAN",795,"Laptop Lenovo ThinkPad E14 Gen 4 - 21E300E4VN - (i7-1255U/8GB/256GB/14"" FHD/Windows 11) - Chính hãng"
796,60Hz,"Độ sáng tối đa 300nits
Màn hình chống chói
45% NTSC",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,45Wh,65W USB-C,False,i7 - 1255U,"Nhôm (Mặt lưng), Nhựa PC-ABS",1.7kg,357 x 235 x 18.9 mm,,,"Wi-Fi 11ac 2x2
Bluetooth v5.1",False,"Wi-Fi 11ac 2x2
Bluetooth v5.1",,Không,,Windows 11 Home,Windows 11 Home,"Loa kép, 2W x2, Dolby Audio",796,"Laptop Lenovo ThinkBook 15 Gen 4 - 21DJ00CWVN (i7-1255U/8GB/512GB/15.6"" FHD/Windows 11) - Chính hãng"
797,120Hz,"Độ sáng 350nits
Màn hình chống chói
100% sRGBG-SYNC
TÜV Low Blue Light
TCON",2560x1600,16 inch,,16GB,512GB SSD,  Multi-touch touchpad,75Wh,,False,R5 - 6600HS,Vỏ nhựa - nắp lưng bằng kim loại,1.95kg,356 x 251 x 16.9 mm,,,"Wi-Fi 6
Bluetooth v5.1",False,"Wi-Fi 6
Bluetooth v5.1",,,,Windows 11 Home Single Language,Windows 11 Home Single Language,"Loa kép, 2W x2, Dolby Atmos",797,"Laptop Lenovo IdeaPad 5 Pro 16ARH7-82SN003JVN (R5-6600HS/16GB/512GB/RTX 3050/16"" 2.5K IPS/Windows 11) - Chính hãng"
798,60Hz,300nits Anti-glare,1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,57Wh,,False,R5 - 5625U,Nhôm,1.85kg,356.67 x 233.13 x 16.9 mm,,,"Wi-Fi 6
Bluetooth v5.1",False,"Wi-Fi 6
Bluetooth v5.1",,,,"Windows® 11 Home Single Language, English","Windows® 11 Home Single Language, English",,798,"Laptop Lenovo IdeaPad 5 15ABA7-82SG007KVN (R5-5625U/8GB/512GB/AMD Radeon Graphics/15.6"" FHD/Windows 11) - Chính hãng"
799,60Hz,TN 250nits Anti-glare,1920x1080,14 inch,,8GB,256GB SSD,  Multi-touch touchpad,45Wh,,False,i3 - 1215U,Nhựa,1.43kg,324.2 x 215.7 x 19.9 mm,,,"11ac 2x2
Bluetooth v5.0",False,"11ac 2x2
Bluetooth v5.0",,,,"Windows® 11 Home Single Language, English","Windows® 11 Home Single Language, English",,799,"Laptop Lenovo IdeaPad 3 14IAU7-82RJ009MVN (i3-1215U/8GB/256GB/Intel UHD Graphics/14"" FHD/Windows 11) - Chính hãng"
800,60Hz,FHD (1920x1080) TN 250nits Anti-glare,1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,45Wh,,False,R7 - 5825U,Vỏ nhựa,1.63kg,359.2 x 236.5 x 19.9 mm (14.14 x 9.31 x 0.78 inches),,,"11ac 2x2
Bluetooth v5.0",False,"11ac 2x2
Bluetooth v5.0",,,,"Windows® 11 Home Single Language, English","Windows® 11 Home Single Language, English",High Definition (HD) Audio,800,Laptop Lenovo IdeaPad 3 15ABA7-82RN006YVN- R7-5825U/8GB/512GB/15.6FHD/W11H
801,60Hz,"Độ sáng tối đa 300nits
Màn hình chống chói
45% NTSC",1920x1200,16 inch,,8GB,512GB SSD,  Multi-touch touchpad,47Wh,65W USB-C,False,i5 - 1335U,Nhôm,1.81kg,356.1 x 247.7 x 19.85 mm,,,"Wi-Fi 6 AX201
Bluetooth v5.1",False,"Wi-Fi 6 AX201
Bluetooth v5.1",,Không,,Windows 11 Home Single Language,Windows 11 Home Single Language,"Loa kép, 2W x2, Dolby Audio",801,"Laptop Lenovo ThinkPad E16 Gen 1 (21JN006PVN) - (i5-1335U/8GB/512GB/16"" WUXGA IPS/Cảm biến vân tay/Windows 11) - Chính hãng"
802,60Hz,,1920x1080,14 inch,,16GB,512GB SSD,  Multi-touch touchpad,38Wh,"Bộ sạc 65W chân tròn (3-pin) AC, 100-240V, 50-60Hz",False,i5 - 12500H,Nhựa,1.43kg,324.2 x 215.2 x 19.9 mm,,,"Wi-Fi 6
Bluetooth v5.2",False,"Wi-Fi 6
Bluetooth v5.2",,,,Windows 11 Home,Windows 11 Home,"Stereo speakers, 1.5W x2, Dolby® Audio",802,"Laptop Lenovo V14 G4 IAH (83FR000UVN) - (i5-12500H/16GB/512GB/14"" FHD/Windows 11) - Chính hãng"
803,,300nits Anti-glare,1920x1080,14.0 inch,,16GB,512GB SSD,  Multi-touch touchpad,3 cell /47Wh,,False,i5 - 12450H,Nhựa,1.37 kg,324.3 x 213.8 x 17.9 mm,,,"Wi-Fi 6
Bluetooth v5.1",False,"Wi-Fi 6
Bluetooth v5.1",,Không,,Windows 11 Home,Windows 11 Home,1.37 kg,803,"Lenovo Ideapad Slim 3 14IAH8 (83EQ0005VN) (i5-12450H/16GB/512GB/14"" FHD/WIN11/Xám) - Chính hãng"
804,144Hz,"IPS 300nits Anti-glare, 100% sRGB, G-SYNC®",1920×1080,15.6 inch,,12GB,512GB SSD,"  Bàn di chuột cảm ứng đa điểm bề mặt Mylar® không cần nút, hỗ trợ Precision TouchPad (PTP), 75 x 120 mm (2,95 x 4,72 inch)","4-cell, 60Whr",,False,i5 - 12450HX,"Hợp kim nhựa PC + ABS dẻo dai, chống va đập",2.38kg,359.86 x 258.7 x 21.9-23.9 mm (14.17 x 10.19 x 0.86-0.94 inches),,,"Wi-Fi 6
Bluetooth v5.2",False,"Wi-Fi 6
Bluetooth v5.2",,,,Windows 11 Home,Windows 11 Home,"Stereo speakers, 2W x2, optimized with Nahimic Gaming Audio",804,Laptop Lenovo LOQ 15IAX9 83GS001SVN (I5-12450HX/12GB/512GB/ RTX2050/15.6 FHD 144HZ/WIN11/Xám) - Chính hãng
805,60Hz,"DCI-P3 99% (Thông thường)
Chống lóa mắt",1920 x 1200,14 inch,,16GB,256GB SSD,  Multi-touch touchpad,72WHr,65W,False,U5 - 125H,,1.12kg,"312 x 214,3 x 15,7 mm",,,"Wi-Fi 6E, Bluetooth® 5.3",False,"Wi-Fi 6E, Bluetooth® 5.3",,Không,,Không hệ điều hành,Không hệ điều hành,"Âm thanh HD với Dolby Atmos
Loa stereo 1,5 W x 2",805,Laptop LG Gram 14ZD90S-G.AX52A5 (Ultra 5 125H/16GB/256GB/14 inch WUXGA/ No OS/ Black) - Chính hãng
806,,"350 nit, DCI-P3 99% (Thông thường), Độ tương phản 1200:1 (Thông thường), Chống lóa mắt, Tỷ lệ 16:10",1920 x 1200,14.0 inch,,16 GB,512GB SSD," Bàn phím có đèn nền kích thước đầy đủ (Mỹ: 79 Phím, Anh: 80 Phím, Nhật Bản: 83 Phím) ",72 Wh Li-Ion,,False,155H,,1.120kg,312 x 214.3 x 15.7mm,,,"Bluetooth v5.3
Wi-Fi 6E",False,"Bluetooth v5.3
Wi-Fi 6E",,Không,,Windows 11 Home,Windows 11 Home,Âm thanh HD với Dolby Atmos,806,Laptop LG Gram 2024 14Z90S-G.AH75A5 (Ultra 7 155H /16GB/512GB/Intel Arc/14 inch WUXGA/Win11/Đen) - Chính hãng
807,60 Hz,"350 nits
Tấm nền IPS
Chống chói Anti Glare",1920 x 1200,14 inch,,16GB,256GB SSD,IPS  ,"Li-ion, 72 Wh",65W,False,1340P,Kim loại,0.999 kg,312 x 213.9 x 16.8 mm,,,"Wi-Fi 6
Bluetooth v5.1",False,"Wi-Fi 6
Bluetooth v5.1",,Không,,Windows 11 Home SL,Windows 11 Home SL,"High Definition (HD) Audio
Dolby Atmos",807,"Laptop LG Gram 14Z90R-G.AH53A5 (i5 1340P/16GB/256GB/14""WUXGA/Win11/Xám) - Chính hãng"
808,,"350 nit, DCI-P3 99% (Thông thường), Độ tương phản 1200:1 (Thông thường), Chống lóa mắt, Tỷ lệ, 16:10",1920 x 1200,14.0 inch,,16GB,512GB SSD,"  Bàn di chuột chính xác có chức năng cuộn và thao tác
(kích thước: 107,6 x 65,6 mm)",,,False,125H,,1.12kg,312 x 214.3 x 15.7mm,,,"Bluetooth v5.3
Wi-Fi 6E -",False,"Bluetooth v5.3
Wi-Fi 6E -",,,,Windows 11,Windows 11,"Stereo Speaker 1.5W x 2
Âm thanh HD với Dolby Atmos",808,Laptop LG Gram 2024 14Z90S-G.AH55A5 (Ultra 5 125H/16GB/512GB/ Intel Arc/14 inch WUXGA /Win 11/Đen) - Chính hãng
809,240Hz,"AcerCineCrystal™, True Black HDR 500 (@HDR 500), Nvidia Advanced Optimus capable",2560 x 1600,16 inch,,32GB,2TB SSD,  Multi-touch touchpad,76Wh 4-cell Li-ion battery,230W 5.5 PHY PCR 50% AC adapter,False,U9 - 275HX,"Mặt A, D: Kim loại, Mặt B, C: Nhựa",2.3 kg,356.78 (W) x 275.5 (D) x 12/19.97 (H) mm,,,"Wifi: Killer™ Wireless Wi-Fi 6E 1675i (802.11 a/b/g/n/ac/ax, 2.4 GHz, 5 GHz, 6 GHz, 2x2 MU-MIMO technology, supports CNVi interface)
Bluetooth: Supports Bluetooth® 5.4 or above, Supports Bluetooth LE Audio (LC3)",False,"Wifi: Killer™ Wireless Wi-Fi 6E 1675i (802.11 a/b/g/n/ac/ax, 2.4 GHz, 5 GHz, 6 GHz, 2x2 MU-MIMO technology, supports CNVi interface)
Bluetooth: Supports Bluetooth® 5.4 or above, Supports Bluetooth LE Audio (LC3)",,Không,,Windows 11 Home SL,Windows 11 Home SL,,809,"Laptop Acer Predator Helios Neo 16S AI (PHN16S-71-94T0) (U9 275HX/32G/2TB SSD/16"" OLED/Win11 Home/RTX5070ti/Black)"
810,240Hz,"AcerCineCrystal™, True Black HDR 500 (@HDR 500), Nvidia Advanced Optimus capable",2560 x 1600,16 inch,,64GB,2TB SSD,  Multi-touch touchpad,76Wh 4-cell Li-ion battery,230W 5.5 PHY PCR 50% AC adapter,False,U9 - 275HX,"Mặt A, D: Kim loại, Mặt B, C: Nhựa",2.3 kg,356.78 (W) x 275.5 (D) x 12/19.97 (H) mm,,,"Wifi: Killer™ Wireless Wi-Fi 6E 1675i (802.11 a/b/g/n/ac/ax, 2.4 GHz, 5 GHz, 6 GHz, 2x2 MU-MIMO technology, supports CNVi interface)
Bluetooth: Supports Bluetooth® 5.4 or above, Supports Bluetooth LE Audio (LC3)",False,"Wifi: Killer™ Wireless Wi-Fi 6E 1675i (802.11 a/b/g/n/ac/ax, 2.4 GHz, 5 GHz, 6 GHz, 2x2 MU-MIMO technology, supports CNVi interface)
Bluetooth: Supports Bluetooth® 5.4 or above, Supports Bluetooth LE Audio (LC3)",,,,Windows 11 Home SL,Windows 11 Home SL,,810,"Acer Predator Helios Neo 16S AI (PHN16S-71-95MS) (U9-275HX/64G/2TB SSD/16"" OLED/Win11 Home/RTX5070ti/Black)"
811,120Hz,"Acer ComfyView™, LED-backlit TFT LCD, integrated Mini LED technology, Nvidia Advanced Optimus capable, HDR 1000",3840 x 2400,18 inch,,192GB,6TB SSD,  Multi-touch touchpad,99.98Wh 4-cell Li-ion battery,400W AC Adapter,False,U9 - 275HX,"Mặt A: Kim loại, Mặt B, C, D: Nhựa",3.5 kg,400.96 (W) x 307.9 (D) x 29.55/17.3 (H) mm,,,"Wifi: Killer™ Wi-Fi 7 Wireless LAN (802.11 a/b/g/n/ac/ax/be, 2.4 GHz, 5 GHz, 6 GHz, 2x2 MU-MIMO technology)
Bluetooth: Supports Bluetooth® 5.4 or above, Supports Bluetooth LE Audio (LC3)",False,"Wifi: Killer™ Wi-Fi 7 Wireless LAN (802.11 a/b/g/n/ac/ax/be, 2.4 GHz, 5 GHz, 6 GHz, 2x2 MU-MIMO technology)
Bluetooth: Supports Bluetooth® 5.4 or above, Supports Bluetooth LE Audio (LC3)",,Không,,Windows 11 Home SL,Windows 11 Home SL,,811,"Laptop Acer Predator Helios 18 AI (PH18-73-98AQ) (U9 275HX/192G/6TB/18""WQXGA 4K/Win11 HomeSL/RTX5090/Black)"
812,250Hz,"Acer ComfyView™, LED-backlit TFT LCD, integrated Mini LED technology, Nvidia Advanced Optimus capable, HDR 1000",2560 x 1600,18 inch,,64GB,3TB SSD,  Multi-touch touchpad,99.98Wh 4-cell Li-ion battery,400W AC Adapter,False,U9 - 275HX,"Mặt A: Kim loại, Mặt B, C, D: Nhựa",3.5 kg,400.96 x 307.9 x 29.55/17.3 mm,,,"Wifi: Killer™ Wi-Fi 7 Wireless LAN (802.11 a/b/g/n/ac/ax/be, 2.4 GHz, 5 GHz, 6 GHz, 2x2 MU-MIMO technology)
Bluetooth: Supports Bluetooth® 5.4 or above, Supports Bluetooth LE Audio (LC3)",False,"Wifi: Killer™ Wi-Fi 7 Wireless LAN (802.11 a/b/g/n/ac/ax/be, 2.4 GHz, 5 GHz, 6 GHz, 2x2 MU-MIMO technology)
Bluetooth: Supports Bluetooth® 5.4 or above, Supports Bluetooth LE Audio (LC3)",,,,Windows 11 Home SL,Windows 11 Home SL,,812,"Laptop Acer Predator Helios 18 AI (PH18-73-93P0) (U9 275HX/64G/3TB/18""WQXGA/Windows 11 Home/RTX5080/Black)"
813,60Hz,Acer ComfyView LED-backlit TFT LCD,1920 x 1080,14 inch,,8GB,512GB SSD,,40Wh Li-ion,,False,7520U,,1.4kg,328.3 (W) x 217.15 (D) x 18.0 (H) mm,,,"WI-FI 6
Bluetooth",False,"WI-FI 6
Bluetooth",,Không,,Windows 11,Windows 11,"Two built-in stereo speakers
Built-in digital microphone",813,"Laptop Acer Aspire 3 A314-23M-R4TX (NX.KEXSV.001) (R5-7520U/8GB/512GB/14""FHD/Win11) - Chính hãng"
814,144Hz,"TFT
LED Backlit
Công nghệ IPS
Acer ComfyView",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,57.5 Wh,,False,i5 - 12500H,Vỏ nhựa,2.5kg,Dài 360.4 mm - Rộng 271.09 mm - Dày 25.9 mm,,,"Wi-Fi 6
Bluetooth v5.1",False,"Wi-Fi 6
Bluetooth v5.1",,,,Windows 11 Home SL,Windows 11 Home SL,"Acer TrueHarmony
DTS X:Ultra Audio",814,Laptop Gaming Acer Nitro 5 Tiger AN515-58-52SP (i5-12500H/8GB/512GB/RTX™ 3050 4GB/15.6 inch FHD /Win 11/Đen) (NH.QFHSV.001) - Chính hãng
815,60Hz,"IPS SlimBezel, Acer ComfyView LED-backlit TFT LCD",1920x1080,16.1 inch,,16GB,512GB SSD,  Multi-touch touchpad,59Wh Li-ion,,False,i5 - 11320H,"Nhôm (Mặt lưng), các mặt khác bằng nhựa",1.9kg,367.8 x 236.1 x 18.9 mm,,,"Wi-Fi 6
Bluetooth v5.1",False,"Wi-Fi 6
Bluetooth v5.1",,Không,,Windows 11 Home,Windows 11 Home,"DTS® Audio, featuring optimized bass response and micro-speaker
distortion prevention",815,Laptop Acer Swift X SFX16-51G-50GS (i5-11320H/16GB/512GB/RTX3050Ti/16.1FHD/Win11/Xám) (NX.AYLSV.002) - Chính hãng
816,60Hz,"TFT
LED Backlit
Công nghệ IPS
Acer ComfyView",1920x1080,16.1 inch,,16GB,512GB SSD, Full-size có phím số ,59Whr,,False,i5 - 11320H,Vỏ kim loại,1.9 kg,Dài 367.8 mm - Rộng 236.1 mm - Dày 18.9 mm - Nặng 1.9 kg,,,"Wi-Fi 6
Bluetooth v5.1",False,"Wi-Fi 6
Bluetooth v5.1",,,,Windows 11 Home,Windows 11 Home,"Acer TrueHarmony
DTS Audio",816,Laptop Acer Swift X SFX16-51G-516Q (I5-11320H/16GB/512GB/RTX3050/16.1 FHD/WIN11/XÁM) (NX.AYKSV.002) - Chính hãng
